id,text,class,url
11,"In a rare moment of bipartisanship on Capitol Hill, Democrats and Republicans in the Senate voted 73-25 to pass the Great American Outdoors Act, a funding bill that one lawmaker called the “single greatest conservation achievement in generations.”

The Outdoors Act creates a fund into which not less than 50% of all revenues made from energy production on public lands—from oil and gas drilling and renewables—to be dedicated to finally funding over $20 billion worth of delayed maintenance projects in America’s national parks and public lands.

70% of the fund’s contents will go to the National Parks Service for projects in America’s national parks, encompassing over 400 places of historic, recreational, and scientific importance, from the Grand Canyon and Yellowstone to the Appomattox Courthouse and Statue of Liberty. Another 15% will go to the Forest Service, for maintenance on public lands, while 5% will be given to the Bureau of Indian Education, the Bureau of Land Management, and the Fish and Wildlife Service respectively.

The delaying of repairs and maintenance on things like roads, bridges, restrooms, campgrounds, and visitor centers has been mounting for years. The new legislation would also permanently authorize the Land and Water Conservation Fund (LWCF) to continue its work as the single-most successful conduit of public lands funding, which was reauthorized temporarily last year with the passage of the Natural Resources Management Act.

If passed by the US House of Representatives, the new law would reauthorize the Conservation Fund to the tune of $900 million every year.

The LWCF, like the Great American Outdoors Act funding, uses a portion of all monies made from fuel and mineral extraction on public lands, and offshore energy production, for the purpose of conserving public land and water.",POS,https://www.goodnewsnetwork.org/the-great-american-outdoors-act-of-2020/
12,"In a rare moment of bipartisanship on Capitol Hill, Democrats and Republicans in the Senate voted 73-25 to pass the Great American Outdoors Act, a funding bill that one lawmaker called the “single greatest conservation achievement in generations.”

The Outdoors Act creates a fund into which not less than 50% of all revenues made from energy production on public lands—from oil and gas drilling and renewables—to be dedicated to finally funding over $20 billion worth of delayed maintenance projects in America’s national parks and public lands.

70% of the fund’s contents will go to the National Parks Service for projects in America’s national parks, encompassing over 400 places of historic, recreational, and scientific importance, from the Grand Canyon and Yellowstone to the Appomattox Courthouse and Statue of Liberty. Another 15% will go to the Forest Service, for maintenance on public lands, while 5% will be given to the Bureau of Indian Education, the Bureau of Land Management, and the Fish and Wildlife Service respectively.

The delaying of repairs and maintenance on things like roads, bridges, restrooms, campgrounds, and visitor centers has been mounting for years. The new legislation would also permanently authorize the Land and Water Conservation Fund (LWCF) to continue its work as the single-most successful conduit of public lands funding, which was reauthorized temporarily last year with the passage of the Natural Resources Management Act.

If passed by the US House of Representatives, the new law would reauthorize the Conservation Fund to the tune of $900 million every year.

The LWCF, like the Great American Outdoors Act funding, uses a portion of all monies made from fuel and mineral extraction on public lands, and offshore energy production, for the purpose of conserving public land and water.",POS,https://www.goodnewsnetwork.org/the-great-american-outdoors-act-of-2020/
13,"“Life is a practice in improv,” says a Quebec college senior who won a scholarship for her candid musings on the theme ‘How the coronavirus affected my final semester.’

The contest, sponsored by greatergood.org, invited high school and college seniors to record a selfie video that answers the question: How did the coronavirus change your senior year? Participants included 379 students worldwide in 49 countries, but it was a 19-year-old film student who stole the hearts of judges in The “Class of 2020” Challenge.

Graduating from John Abbott College, April Judd used humor and creative edits to depict what life was like moving back in with her family and missing the chance to say goodbye to all her friends at the arts college.

Her inspiring message details how the class of 2020 can use this experience to their advantage and “mold the universe into the future they want to see”.

The pandemic of crisis actually caused April to see the beauty in what our world is going through.

“I don’t want to go back to the way things were… I want to have a heightened appreciation for all the things that make life full.”

The Shawville, Quebec graduate told GNN, “In the chaos that our world is experiencing right now, it’s really easy to get caught up in the negative.”

“Listening to other people’s submissions and hearing about the unique experiences other girls have gone through this year as graduates is inspiring.”",POS,https://www.goodnewsnetwork.org/watch-teens-graduation-advice-for-class-of-2020-that-won-1st-prize/
14,"A white Tennessee police deputy was left awestruck earlier this week when he was surprised with an anonymous gesture of kindness from two black women.

Deputy Jody McDowell of the Sumner County Sheriff’s Department had stopped at a Cracker Barrel for breakfast when the good deed took place.

When it was time to pay for his meal, he discovered that the women had already taken care of the bill—and they left him a message that read: “BLM [Black Lives Matter], but so does yours! Thank you for your service. Breakfast paid.”

McDowell later published a photo of the note to Facebook hoping it would reach the women. “I want to thank the two sweet black ladies who paid for my breakfast this morning,” he wrote.
Although the women left before anyone had a chance to get their names, they were reportedly waiting to board a flight home to Baltimore, Maryland from the nearby airport.

Since McDowell posted the photo to social media, thousands of people have expressed their appreciation over the sweet message.

“This post made me feel that there is hope for our country after all,” read one of the comments.
",POS,https://www.goodnewsnetwork.org/deputy-thanks-black-women-for-act-of-kindness/
15,"Consumer Reports warned that bottled water made by Whole Foods contains ""potentially harmful levels of arsenic,"" amounting to three times the level of the chemical compared to other brands.

The consumer watchdog group said Wednesday that Starkey Spring Water had ""concerning levels of arsenic,"" ranging from 9.49 to 9.56 parts per billion. Federal regulations limits the amount of arsenic to 10 parts per billion, although Consumer Reports has been pushing it to be lowered to 3 parts per billion for safety and health reasons.
Although drinking a single bottle of the in-house brand isn't harmful, regular consumption of ""even small amounts of the heavy metal over extended periods increases the risk of cardiovascular disease, certain cancers, and lower IQ scores in children,"" Consumer Reports said.
In response, Whole Foods said that Starkey water meets ""all FDA requirements and are fully compliant with FDA standards for heavy metals.""
""Beyond the required annual testing by an FDA certified lab, we have an accredited third-party lab test every production run of water before it is sold,"" a Whole Foods spokesperson said in a statement to CNN Business.",NEG,https://www.cnn.com/2020/06/24/business/whole-foods-arsenic-water-consumer-reports-wellness/index.html
16,"The death in police custody of a father and son arrested last Friday for keeping their mobile phone shop in Tuticorin open beyond permitted hours has led to anger across Tamil Nadu. Shops in the state will be shut tomorrow in protest against what the family of father-son pair alleges was police brutality in jail.  
Family members of the store owners - Jayaraj and his son Pennis -- have refused to accept their bodies after the post-mortem last night. They allege that there were injuries to the rectum and other tell-tale signs of torture on the two bodies, and have demanded murder charges against the policemen involved.

""It's a twin murder. There has been inexplicable torture, which as a woman I can't even describe. We will not collect the bodies until murder cases are filed against them (police),"" said Jayaraj's daughter  Persis. 

Jayaraj and his son, who ran a mobile phone store in Santhankulam, were arrested on Friday. 

According to a First Information Report filed on the basis of a police complaint, the two men rolled on the ground and that is how they suffered internal injuries. They were also accused of throwing abuses at the police and threatening to kill them. Charges against them include criminal intimidation, defiance and abuse.

The family alleges that the men were kept in the police station all night and tortured till the next morning, when they were to appear before a Magistrate. 

At the sub-jail where the store owners were kept, Pennis, the son, first complained of chest pain. He died in hospital. His father, who complained of severe fever, was also shifted to hospital, where he died. Tuticorin police chief Arun Balagopalan told NDTV: ""We have ordered a probe"".",NEG,https://www.ndtv.com/tamil-nadu-news/anger-in-tamil-nadu-after-tuticorin-men-jayaraj-his-son-pennis-die-in-police-custody-2252082?pfrom=home-topscroll
17,"Seventeen people were shot, one fatally, Wednesday in Chicago.

A man was shot dead and two others were wounded at a party at a Chatham home on the South Side, Chicago police said.

A witness told investigators he left the party to go to sleep in an upstairs bedroom when he heard gunfire on the first floor of the home in the 8000 block of South Stewart Avenue, police said

The witness found a man on the living room floor with a gunshot wound to his head, police said. Police responded shortly after 5 a.m. and found the man dead, along with several shell casings in the room.

The Cook County medical examiner’s office identified him as 20-year-old Jessie D. Gregory. He lived in Fernwood.

A 20-year-old woman was shot in the leg, police said. She was treated and released from St. Bernard’s Hospital.

An 18-year-old man took himself to Trinity Hospital with gunshots to his arm and abdomen, police said. He was transferred in fair condition to the University of Chicago Medical Center.

In non-fatal shootings, a man was hurt in Bridgeport on the South Side.

He was on the sidewalk about 10:15 p.m. in the 3200 block of South Lituanica Avenue when a male approached and unleashed gunfire, police said. The 27-year-old was struck in the leg and taken to Mercy Hospital in good condition.",NEG,https://www.fox32chicago.com/news/17-shot-1-fatally-wednesday-in-chicago
18,"A Schaumburg man was allegedly high on benzodiazepines and cannabis Sunday when he lost control of his car and hit a utility pole in Gresham, killing his passenger, according to prosecutors.

Stephen Nolan, 26, was accelerating in the oncoming lanes at a red light at Halsted and 85th street and didn’t attempt to slow down before crashing, Cook County Assistant State’s Attorney Kevin Deboni said Tuesday in a livestreamed bail hearing.

Nolan’s car went 180 degrees around the pole before stopping, Deboni said.

A witness found Nolan unconscious and locked in his vehicle, and tried yelling and banging on the door to wake him, Deboni said. He eventually woke up, stepped out of the car and wandered away momentarily, Deboni said.

Meanwhile, Nolan’s passenger, 26-year-old Caleb White, died in the passenger seat, officials said.

Nolan was hospitalized for observation and DUI testing, which found he had benzodiazepines and cannabinoids in his blood, Deboni said. Blood tests have not yet ruled how much THC was in his body.

The car’s black box revealed that Nolan was accelerating the entire time before the crash, and had reached 48 mph in a 30 mph zone, Deboni said. Officers allegedly found $4,581 in cash inside the vehicle.

Nolan, who was allegedly driving on a suspended license, faces a charge of reckless homicide and DUI.

His criminal history includes a 2017 DUI arrest in Las Vegas, Deboni said. In 2015, Nolan was cited for driving without a suspended license.

Nolan’s private attorney, Irving Federman, said the victim of the crash was a “good friend” of Nolan’s.

Nolan lives with his mother in Schaumburg, works maintenance at his godfather’s properties and was shot in his hand when he was 18 years old, Federman said. A graduate of South Shore High School, Nolan has six children, he said.",NEG,https://www.fox32chicago.com/news/driver-was-allegedly-high-on-benzos-cannabis-in-crash-that-killed-good-friend-prosecutors
19,"Chicago saw its highest number of gun violence victims in a single weekend this year with 104 people shot across the city from Friday evening to Monday morning, 15 of them fatally. Five of those killed were minors.

The weekend saw more shooting victims but less fatalities than the last weekend of May, when 85 people were shot, 24 of them fatally — Chicago’s most deadly weekend in years.

In a Sunday news conference, Chicago Police Supt. David Brown reflected on the surge in gun violence. “Bullets don’t just tear apart the things they strike,” Brown said. “Bullets also tear apart families. Bullets destroy neighborhoods and they ruin any sense of safety in a community.”

Five children killed

The latest child fatality happened early Monday in Austin on the West Side.

Two boys, 15 and 16, were walking in an alley at 12:18 a.m. in the 4700 block of West Superior Street when someone fired at them, possibly from a gray sedan, according to Chicago police. The 15-year-old was shot in his leg, chest and abdomen. He was taken to Stroger Hospital and pronounced dead. The other boy, 16, was hit in the ankle and also taken to Stroger. He was in fair condition.

Saturday night, a 13-year-old girl was killed and two other teens were wounded in Austin on the West Side.

The girl was inside a home about 8:30 p.m. in the 1000 block of North LeClaire Avenue when the shots were fired, and she was struck in the neck, police said. Amaria J. Jones was taken to Stroger, where she was pronounced dead, authorities said.

Two boys, 15 and 16, were sitting on a porch when one of them noticed a red laser pointing at him and heard gunfire, police said. The younger boy was struck in the back and the older boy was struck in the leg. They were taken to Mt. Sinai Hospital in good condition.",NEG,https://www.fox32chicago.com/news/104-shot-15-fatally-over-fathers-day-weekend-in-chicago
20,"The death in police custody of a father and son arrested last Friday for keeping their mobile phone shop in Tuticorin open beyond permitted hours has led to anger across Tamil Nadu. Shops in the state will be shut tomorrow in protest against what the family of father-son pair alleges was police brutality in jail.  
Family members of the store owners - Jayaraj and his son Pennis -- have refused to accept their bodies after the post-mortem last night. They allege that there were injuries to the rectum and other tell-tale signs of torture on the two bodies, and have demanded murder charges against the policemen involved.

""It's a twin murder. There has been inexplicable torture, which as a woman I can't even describe. We will not collect the bodies until murder cases are filed against them (police),"" said Jayaraj's daughter  Persis. 

Jayaraj and his son, who ran a mobile phone store in Santhankulam, were arrested on Friday. 

According to a First Information Report filed on the basis of a police complaint, the two men rolled on the ground and that is how they suffered internal injuries. They were also accused of throwing abuses at the police and threatening to kill them. Charges against them include criminal intimidation, defiance and abuse.

The family alleges that the men were kept in the police station all night and tortured till the next morning, when they were to appear before a Magistrate. 

At the sub-jail where the store owners were kept, Pennis, the son, first complained of chest pain. He died in hospital. His father, who complained of severe fever, was also shifted to hospital, where he died. Tuticorin police chief Arun Balagopalan told NDTV: ""We have ordered a probe"".

The Madurai bench of the Madras High Court, which took up the case, has ordered a post-mortem by three government doctors, which will be videographed.

Chief Minister E Palaniswami, who heads the police force, has announced Rs 20 lakh to each family and a government job for a family member.

Though he condoled the deaths, his statement was silent on the allegations of police torture. The government, he says, will abide by the High Court order.

Opposition DMK MP Kanimozhi, who represents Tuticorin, has complained to the police chief and demanded action.

Human Rights group People's Watch has even pointed fingers at the Magistrate. Henri Tiphagne of the group says: ""Our enquiry sadly reveals the Judicial Magistrate had not personally met the men before they were remanded. They were hidden in the van. This is contrary to law. Had he met them, they could have narrated what happened and showed the injuries as a result of torture"".

A few years ago, the police in Tuticorin came under scrutiny over firing that killed 13 anti-Sterlite protestors.",NEG,https://www.ndtv.com/tamil-nadu-news/anger-in-tamil-nadu-after-tuticorin-men-jayaraj-his-son-pennis-die-in-police-custody-2252082?pfrom=home-topscroll
21," Clear, blue skies are turning brown.

A historic Saharan dust plume that blanketed the Caribbean over the weekend is now sweeping toward the Gulf Coast.

The densest plume of dust developed off Western Africa and has traveled nearly 5,000 miles across the Atlantic Ocean.

According to the National Oceanic & Atmospheric Administration, the plume of dusty air is likely to reach the United States by Thursday morning, bringing dust particles to the Southern United States.

RELATED: Sahara dust blankets Caribbean, air quality hazardous

This dust is expected to stretch from Florida to the Gulf coast to as far west as Texas, and this is likely to cause a deterioration in air quality for sections of the U.S.

According to Sonoma Tech Meteorologist Jeff Beamish, model runs show that this dust is predicted to cause impacts for Texas and Louisiana Thursday, potentially spreading into the central and eastern U.S. by Saturday.
The densest plume of dust developed off Western Africa and has traveled nearly 5,000 miles across the Atlantic Ocean.

According to the National Oceanic & Atmospheric Administration, the plume of dusty air is likely to reach the United States by Thursday morning, bringing dust particles to the Southern United States.

RELATED: Sahara dust blankets Caribbean, air quality hazardous

This dust is expected to stretch from Florida to the Gulf coast to as far west as Texas, and this is likely to cause a deterioration in air quality for sections of the U.S.

According to Sonoma Tech Meteorologist Jeff Beamish, model runs show that this dust is predicted to cause impacts for Texas and Louisiana Thursday, potentially spreading into the central and eastern U.S. by Saturday.

A Saharan Air Layer (or SAL) is a mass of dry and dusty air, which forms over the Sahara Desert and moves over the North Atlantic.

According to NOAA, this dry layer of air usually travels about one mile above the ocean surface. The extremely dry air can inhibit tropical cyclones and activity.
",NEG,https://www.fox32chicago.com/news/massive-saharan-dust-plume-will-reach-us-thursday-heres-what-you-need-to-know
22,"A 12-year-old girl was shot Thursday while playing outside in West Englewood on the South Side.

About 1:15 a.m., the girl was playing on the sidewalk on South Wolcott Avenue when someone in a white SUV started shooting, Chicago police said.

The girl was struck in the lower back and taken to Comer Children’s Hospital in good condition, police said.

No one is in custody as Area One detectives investigate.",NEG,https://www.fox32chicago.com/news/girl-12-shot-in-west-englewood
23," A concealed-carry holder critically wounded a gunman during a shootout Wednesday in Little Village on the Southwest Side, according to police.

A 24-year-old man was in the yard of a home about 9:15 p.m. in the 2400 block of South Kedvale Avenue when another man approached from the sidewalk and opened fire, Chicago police said.

The 24-year-old returned fire, striking the man multiple times throughout the body, police said. The man, 23, ran and was later taken to Mount Sinai Hospital in critical condition.

A weapon was found in the area where the younger man ran off to, police said.

The 24-year-old is a concealed-carry license holder and gave statements to Area Four detectives about the shooting, police said",NEG,https://www.fox32chicago.com/news/concealed-carry-holder-shoots-gunman-in-little-village-police
24,"Police are asking the community for help identifying a suspect in connection with the beating death of a business owner in suburban New Lenox.

The man, described as having a large beard, is considered a suspect in the attack of Wayne Deutsch, 39, the Will County sheriff’s office said in a statement.

On June 12, Deutsch, owner of Shades of Darkness Window Tinting at 13957 W. Illinois Highway, told deputies that the man had come into the store asking for a refund on a previous tinting job, the sheriff’s office said.

The pair exchanged words and the man left the store only to come back moments later and start a physical altercation with Deutsch, the sheriff’s office said. The man beat Deutsch as he fell to the floor and he drove off in a dark-colored Chrysler 300 with tinted windows.

Deutsch, of Orland Park, refused medical treatment at the scene and didn’t identify the suspect to detectives who spoke to him after the attack, the sheriff’s office said.

His injuries worsened and he was hospitalized on June 14, the sheriff’s office said. He died at Palos Community Hospital on June 17.

An autopsy found he died of an accumulation of blood in his chest caused by broken ribs from an assault, the Cook County medical examiner’s office said. His death was ruled a homicide.

Anyone with information is asked to call the Will County sheriff’s office at 815-727-8574.",NEG,https://www.fox32chicago.com/news/police-looking-for-suspect-in-beating-death-of-suburban-business-owner
25,"Chicago police are searching for a person who allegedly shot and killed two teenage boys Saturday in South Chicago.

The shooting, which happened about 5:10 p.m. on South Luella Avenue, left 17-year-old Jasean Francis and 16-year-old Charles Riley dead.
Police say the shooter was a male in a black Puma hoodie wearing ripped, faded jeans and one shoe on his left foot.

Anyone with information is asked to call Area Two detectives at
",NEG,https://www.fox32chicago.com/news/police-release-images-of-person-wanted-for-slaying-of-2-teens-in-south-chicago
26,"In one of the shocking incidents, a man after killing his wife in Bengaluru flew to Kolkata and shot dead his mother-in-law on Monday (June 22) and later committed suicide by shooting himself. 

Reportedly, Amit Agarwal aged 42 who is a son-in-law of Subhas and Lalita Dhandhania came to his in-law's flat at RK Samadhi Road in Kolkata around 5:30 PM on Monday and started arguing with them. 

Amit's mother-in-law tried to quell his anger, whose relationship with her wife Shilpi had soured from the past 2 years and a divorce suit was also pending.

He then shot his mother-in-law during the argument. 

His father-in-law survived as he somehow locked the room and sought help from the Phoolbagan Police Station.

Police rushed to the place and entered the flat where Amit was found dead in a pool of blood and a firearm was also recovered from the spot. 

A suicide note was found where it was mentioned that he had killed his wife in Bengaluru before coming to Kolkata.

Kolkata Police immediately contacted the DCP of Whitefield in Bengaluru who hurried to the mentioned spot and found the dead body of Amit's wife.

DCP of Whitefield said, ""One Amit Agarwal s/o Muralidhar Agarwal has killed his mother-in-law and thereafter committed suicide in Kolkata today. Based on information received from the Kolkata Police, the Mahadevpura Police personnel went to the apartment occupied by Mrs Shilpi Agarwal wife of Amit Agarwal. When she did not open the door, the lock was broken open. The dead body of the Shilpi Agarwal was found lying on the floor of the kitchen next to a cupboard.""

""Prima facie it looks like she has been murdered but is subject to official confirmation by post mortem. A note allegedly written by Amit Agarwal has been found in the apartment. A case of murder has been taken up at Mahadevpura PS and investigation has started,"" added DCP.",NEG,https://zeenews.india.com/karnataka/man-kills-wife-in-bengaluru-flies-to-kolkata-murders-mother-in-law-and-commits-suicide-2291393.html
27,"A man has been arrested on suspicion of murder after his wife was bitten by a cobra in her sleep, police in India have said.

The suspect, named as Sooraj, allegedly kept the highly venomous snake in a glass bottle before throwing it at his partner Uthra on 6 May as she slept.

Police added Sooraj, who is said to be 27, had tried to killed his 25-year-old wife with a viper in March but she recovered in hospital.

The couple, whose full names have not been reported by police or Indian news outlets, lived in the southern state of Kerala.

They had a one-year-old child, according to The News Minute website in the country.

Uthra was reportedly staying at her parents' home in the city of Kollam when Sooraj visited her allegedly with the cobra hidden in a glass bottle.

Hari Sankar, the district police chief of Kollam Rural Police in Kerala, said the force has the bottle and will use it as evidence.",NEG,https://news.sky.com/story/india-man-arrested-on-suspicion-of-murder-after-wife-dies-from-cobra-bite-in-kerala-11994929
